Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.98987029,40.47246021,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,219,89.98,20.00,6.345,1.000,719.53,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.017,12.26,-459.67,0.00,3,3095.0,51.58,3095.0,51.58,10.49,540.93,10/19/2021
-86.98984764,40.47246023,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,220,90.19,20.00,6.312,1.000,719.46,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.482,12.26,-459.67,0.00,3,2236.4,37.27,2236.4,37.27,10.43,388.83,10/19/2021
-86.98982498,40.47246021,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,221,90.29,20.00,6.312,1.000,719.39,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.638,12.26,-459.67,0.00,3,1255.1,20.91,1255.1,20.91,10.43,218.22,10/19/2021
-86.98977561,40.47248643,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,222,290.68,5.000,5.755,1.000,719.29,On,3.924,N/A,10/19/2021,0.00,2.500,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.507,12.03,-459.67,0.00,4,767.64,12.79,767.64,12.79,2.378,30.42,10/19/2021
-86.98979612,40.47248889,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,223,283.05,10.00,5.788,1.000,719.37,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.617,12.03,-459.67,0.00,4,464.61,7.742,464.61,7.742,4.783,37.03,10/19/2021
-86.98991280,40.47249181,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,224,270.89,10.00,6.805,1.000,719.76,On,4.640,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.573,12.05,-459.67,0.00,4,366.94,6.115,366.94,6.115,5.624,34.39,10/19/2021
-86.98993764,40.47249171,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,225,269.91,10.00,6.903,1.000,719.87,On,4.707,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.984,12.06,-459.67,0.00,4,1252.1,20.86,1252.1,20.86,5.705,119.03,10/19/2021
-86.99001262,40.47249081,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,226,269.00,10.00,7.100,1.000,720.10,On,4.841,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.661,12.06,-459.67,0.00,4,405.78,6.762,405.78,6.762,5.868,39.68,10/19/2021
-86.99019223,40.47248867,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,227,269.44,10.00,7.067,1.000,720.57,On,4.818,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.904,12.05,-459.67,0.00,4,557.14,9.284,557.14,9.284,5.841,54.22,10/19/2021
-86.99021796,40.47248857,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,228,269.70,10.00,7.166,1.000,720.17,On,4.886,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.014,12.05,-459.67,0.00,4,616.50,10.27,616.50,10.27,5.922,60.84,10/19/2021
-86.99024105,40.47248873,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,229,270.20,10.00,6.411,1.000,720.24,On,4.371,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.367,12.07,-459.67,0.00,4,928.74,15.48,928.74,15.48,5.298,82.00,10/19/2021
-86.99026498,40.47248876,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,230,270.35,10.00,6.641,1.000,720.23,On,4.528,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.904,12.08,-459.67,0.00,4,592.93,9.881,592.93,9.881,5.488,54.22,10/19/2021
-86.99028842,40.47248906,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,231,270.68,10.00,6.509,1.000,720.13,On,4.438,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.535,12.10,-459.67,0.00,4,1696.6,28.27,1696.6,28.27,5.380,152.09,10/19/2021
-86.99031184,40.47248946,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,232,270.86,10.00,6.509,1.000,720.06,On,4.438,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.601,12.26,-459.67,0.00,4,1740.9,29.01,1740.9,29.01,5.380,156.06,10/19/2021
-86.99033535,40.47248981,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,233,271.20,10.00,6.542,1.000,720.12,On,4.461,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.616,12.26,-459.67,0.00,4,2407.4,40.12,2407.4,40.12,5.407,216.90,10/19/2021
-86.99035843,40.47249057,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,234,271.87,10.00,6.444,1.000,720.13,On,4.393,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.535,12.26,-459.67,0.00,4,1713.9,28.56,1713.9,28.56,5.325,152.09,10/19/2021
-86.99038161,40.47249136,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,235,272.20,10.00,6.444,1.000,720.15,On,4.393,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.499,12.25,-459.67,0.00,4,1013.4,16.89,1013.4,16.89,5.325,89.93,10/19/2021
-86.99040503,40.47249207,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,236,272.38,10.00,6.509,1.000,720.19,On,4.438,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.874,12.25,-459.67,0.00,4,1254.0,20.90,1254.0,20.90,5.380,112.42,10/19/2021
-86.99042911,40.47249270,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,237,272.01,10.00,6.706,1.000,720.21,On,4.572,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.551,12.25,-459.67,0.00,4,358.00,5.966,358.00,5.966,5.542,33.06,10/19/2021
-86.99045321,40.47249333,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,238,271.76,10.00,6.706,1.000,720.17,On,4.572,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,0.926,12.25,-459.67,0.00,4,601.45,10.02,601.45,10.02,5.542,55.55,10/19/2021
-86.99047720,40.47249354,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,239,271.15,10.00,6.673,1.000,720.19,On,4.550,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.279,12.25,-459.67,0.00,4,834.65,13.91,834.65,13.91,5.515,76.71,10/19/2021
-86.99050131,40.47249371,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,240,270.76,10.00,6.706,1.000,720.22,On,4.572,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.433,12.25,-459.67,0.00,4,930.81,15.51,930.81,15.51,5.542,85.97,10/19/2021
-86.99113164,40.47207421,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,241,99.52,20.00,3.228,1.000,719.27,On,2.201,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.020,12.54,-459.67,0.00,5,2037.6,33.95,2037.6,33.95,5.336,181.19,10/19/2021
-86.99111914,40.47207267,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,242,99.51,20.00,3.524,1.000,718.23,On,2.403,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.247,12.40,-459.67,0.00,5,3243.1,54.04,3243.1,54.04,5.824,314.77,10/19/2021
-86.99110164,40.47207153,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,243,96.30,20.00,4.902,1.000,717.97,On,3.342,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.776,12.31,-459.67,0.00,5,2566.5,42.77,2566.5,42.77,8.102,346.51,10/19/2021
-86.99108431,40.47207161,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,244,91.97,20.00,4.836,1.000,718.65,On,3.297,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.760,12.28,-459.67,0.00,5,3494.9,58.24,3494.9,58.24,7.994,465.54,10/19/2021
-86.99107122,40.47207146,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,245,91.12,20.00,3.655,1.000,718.80,On,2.492,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.678,12.27,-459.67,0.00,5,5767.3,96.11,5767.3,96.11,6.041,580.60,10/19/2021
-86.99105696,40.47207131,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,246,90.96,20.00,3.983,1.000,718.82,On,2.716,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.900,12.24,-459.67,0.00,5,3773.3,62.88,3773.3,62.88,6.584,413.96,10/19/2021
-86.99104140,40.47207114,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,247,90.42,20.00,4.344,1.000,718.80,On,2.962,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.746,12.15,-459.67,0.00,5,3382.4,56.36,3382.4,56.36,7.180,404.70,10/19/2021
-86.99102439,40.47207099,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,248,89.80,20.00,4.738,1.000,718.90,On,3.230,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.217,12.17,-459.67,0.00,5,2858.1,47.63,2858.1,47.63,7.831,372.96,10/19/2021
-86.99100534,40.47207090,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,249,89.74,20.00,5.295,1.000,718.78,On,3.611,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.504,12.20,-459.67,0.00,5,2674.9,44.58,2674.9,44.58,8.753,390.15,10/19/2021
-86.99098513,40.47207064,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,250,90.17,20.00,5.624,1.000,718.84,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.173,12.24,-459.67,0.00,5,2390.8,39.84,2390.8,39.84,9.295,370.32,10/19/2021
-86.99096476,40.47207047,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,251,89.98,20.00,5.656,1.000,718.76,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.702,12.22,-459.67,0.00,5,2580.7,43.00,2580.7,43.00,9.349,402.06,10/19/2021
-86.99094464,40.47207028,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,252,90.02,20.00,5.591,1.000,718.76,On,3.812,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.437,12.18,-459.67,0.00,5,2507.9,41.79,2507.9,41.79,9.241,386.19,10/19/2021
-86.99092430,40.47207031,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,253,89.99,20.00,5.656,1.000,718.82,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.267,12.18,-459.67,0.00,5,3183.4,53.05,3183.4,53.05,9.349,495.96,10/19/2021
-86.99090449,40.47207033,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,254,89.81,20.00,5.525,1.000,718.70,On,3.767,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.173,12.21,-459.67,0.00,5,2433.4,40.55,2433.4,40.55,9.132,370.32,10/19/2021
-86.99088441,40.47207035,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,255,89.98,20.00,5.591,1.000,718.65,On,3.812,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.997,12.22,-459.67,0.00,5,2336.1,38.93,2336.1,38.93,9.241,359.74,10/19/2021
-86.99086443,40.47207007,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,256,90.62,20.00,5.558,1.000,718.58,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.997,12.10,-459.67,0.00,5,2349.9,39.16,2349.9,39.16,9.187,359.74,10/19/2021
-86.99084432,40.47206972,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,257,91.22,20.00,5.591,1.000,718.59,On,3.812,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.570,12.09,-459.67,0.00,5,2559.4,42.65,2559.4,42.65,9.241,394.12,10/19/2021
-86.99082446,40.47206958,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,258,90.80,20.00,5.525,1.000,718.63,On,3.767,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.798,12.15,-459.67,0.00,5,2285.7,38.09,2285.7,38.09,9.132,347.83,10/19/2021
-86.99080447,40.47206935,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,259,90.62,20.00,5.558,1.000,718.67,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.990,12.21,-459.67,0.00,5,1563.7,26.06,1563.7,26.06,9.187,239.38,10/19/2021
-86.99078475,40.47206924,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,260,90.48,20.00,5.492,1.000,718.73,On,3.745,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.279,12.27,-459.67,0.00,5,507.07,8.450,507.07,8.450,9.078,76.71,10/19/2021
-86.99074555,40.47206929,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,261,89.81,20.00,5.394,1.000,718.87,On,3.678,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.918,12.35,-459.67,0.00,5,774.49,12.91,774.49,12.91,8.915,115.06,10/19/2021
-86.99072610,40.47206960,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,262,89.46,20.00,5.427,1.000,719.13,On,3.700,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.291,12.29,-459.67,0.00,5,2123.6,35.39,2123.6,35.39,8.970,317.41,10/19/2021
-86.99070596,40.47206978,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,263,90.20,20.00,5.591,1.000,718.95,On,3.812,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.644,12.14,-459.67,0.00,5,2198.7,36.64,2198.7,36.64,9.241,338.57,10/19/2021
-86.99068709,40.47206957,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,264,90.39,20.00,5.263,1.000,719.00,On,3.588,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.371,12.07,-459.67,0.00,5,2636.9,43.94,2636.9,43.94,8.698,382.22,10/19/2021
-86.99066897,40.47206957,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,265,90.44,20.00,5.033,1.000,718.93,On,3.432,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.975,12.06,-459.67,0.00,5,2585.5,43.08,2585.5,43.08,8.319,358.41,10/19/2021
-86.99065052,40.47206941,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,266,90.65,20.00,5.131,1.000,718.93,On,3.499,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.975,12.06,-459.67,0.00,5,2535.9,42.26,2535.9,42.26,8.482,358.41,10/19/2021
-86.99063082,40.47206993,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,267,89.47,20.00,5.492,1.000,718.87,On,3.745,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.371,12.06,-459.67,0.00,5,2526.6,42.10,2526.6,42.10,9.078,382.22,10/19/2021
-86.99060972,40.47207013,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,268,89.24,20.00,5.886,1.000,718.89,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.041,11.98,-459.67,0.00,5,2235.3,37.25,2235.3,37.25,9.729,362.38,10/19/2021
-86.99058884,40.47207050,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,269,89.23,20.00,5.820,1.000,718.91,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.474,11.91,-459.67,0.00,5,2796.7,46.60,2796.7,46.60,9.620,448.35,10/19/2021
-86.99056776,40.47207086,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,270,89.36,20.00,5.886,1.000,718.94,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.863,11.91,-459.67,0.00,5,3279.5,54.65,3279.5,54.65,9.729,531.67,10/19/2021
-86.99054691,40.47207106,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,271,89.48,20.00,5.788,1.000,718.94,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.863,11.90,-459.67,0.00,5,3335.2,55.58,3335.2,55.58,9.566,531.67,10/19/2021
-86.99052595,40.47207126,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,272,89.57,20.00,5.820,1.000,718.90,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.245,11.89,-459.67,0.00,5,3085.4,51.42,3085.4,51.42,9.620,494.64,10/19/2021
-86.99050478,40.47207131,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,273,89.74,20.00,5.886,1.000,718.83,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.694,11.85,-459.67,0.00,5,2847.1,47.44,2847.1,47.44,9.729,461.57,10/19/2021
-86.99048353,40.47207148,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,274,89.72,20.00,5.919,1.000,718.79,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.245,11.89,-459.67,0.00,5,3034.1,50.56,3034.1,50.56,9.783,494.64,10/19/2021
-86.99046242,40.47207152,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,275,89.72,20.00,5.886,1.000,718.74,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.187,11.95,-459.67,0.00,5,2659.5,44.32,2659.5,44.32,9.729,431.15,10/19/2021
-86.99044133,40.47207163,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,276,89.88,20.00,5.853,1.000,718.67,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.378,11.97,-459.67,0.00,5,3117.4,51.95,3117.4,51.95,9.675,502.57,10/19/2021
-86.99042034,40.47207189,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,277,89.48,20.00,5.853,1.000,718.62,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.187,11.95,-459.67,0.00,5,2674.4,44.57,2674.4,44.57,9.675,431.15,10/19/2021
-86.99039956,40.47207222,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,278,89.11,20.00,5.788,1.000,718.53,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.546,11.97,-459.67,0.00,5,3592.4,59.86,3592.4,59.86,9.566,572.67,10/19/2021
-86.99037862,40.47207243,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,279,89.31,20.00,5.820,1.000,718.53,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.460,12.01,-459.67,0.00,5,2417.2,40.28,2417.2,40.28,9.620,387.51,10/19/2021
-86.99035772,40.47207244,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,280,89.72,20.00,5.820,1.000,718.51,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.776,12.07,-459.67,0.00,5,2161.5,36.02,2161.5,36.02,9.620,346.51,10/19/2021
-86.99033693,40.47207248,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,281,89.63,20.00,5.788,1.000,718.48,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.225,12.12,-459.67,0.00,5,1966.3,32.77,1966.3,32.77,9.566,313.45,10/19/2021
-86.99031628,40.47207229,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,282,90.46,20.00,5.755,1.000,718.45,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,4.409,12.15,-459.67,0.00,5,1668.8,27.81,1668.8,27.81,9.512,264.51,10/19/2021
-86.99029570,40.47207188,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,283,91.03,20.00,5.722,1.000,718.45,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.213,12.17,-459.67,0.00,5,461.54,7.691,461.54,7.691,9.458,72.74,10/19/2021
-86.99025447,40.47207144,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,284,90.80,20.00,5.722,1.000,718.48,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.115,12.16,-459.67,0.00,5,1946.9,32.44,1946.9,32.44,9.458,306.83,10/19/2021
-86.99023363,40.47207127,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,285,90.53,20.00,5.788,1.000,718.52,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.923,12.18,-459.67,0.00,5,2605.1,43.41,2605.1,43.41,9.566,415.28,10/19/2021
-86.99021296,40.47207101,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,286,90.54,20.00,5.755,1.000,718.74,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.812,12.23,-459.67,0.00,5,2578.3,42.96,2578.3,42.96,9.512,408.67,10/19/2021
-86.99019157,40.47207076,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,287,90.69,20.00,5.952,1.000,718.66,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.151,12.28,-459.67,0.00,5,2250.9,37.51,2250.9,37.51,9.837,368.99,10/19/2021
-86.99017095,40.47207063,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,288,90.79,20.00,5.722,1.000,718.74,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.129,12.31,-459.67,0.00,5,2332.9,38.88,2332.9,38.88,9.458,367.67,10/19/2021
-86.99015048,40.47207037,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,289,90.69,20.00,5.689,1.000,719.07,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.702,12.29,-459.67,0.00,5,2565.8,42.76,2565.8,42.76,9.403,402.06,10/19/2021
-86.99013051,40.47207006,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,290,90.96,20.00,5.558,1.000,719.20,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.283,12.28,-459.67,0.00,5,2462.2,41.03,2462.2,41.03,9.187,376.93,10/19/2021
-86.99011085,40.47206976,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,291,91.33,20.00,5.459,1.000,719.22,On,3.722,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.107,12.30,-459.67,0.00,5,2436.3,40.60,2436.3,40.60,9.024,366.35,10/19/2021
-86.99008968,40.47206922,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,292,91.50,20.00,5.886,1.000,719.17,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.856,12.35,-459.67,0.00,5,2537.1,42.28,2537.1,42.28,9.729,411.32,10/19/2021
-86.99006758,40.47206885,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,293,91.39,20.00,6.148,1.000,719.16,On,4.192,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.231,12.34,-459.67,0.00,5,2561.5,42.69,2561.5,42.69,10.16,433.80,10/19/2021
-86.99004516,40.47206826,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,294,91.62,20.00,6.247,1.000,719.12,On,4.259,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.217,12.29,-459.67,0.00,5,2167.6,36.12,2167.6,36.12,10.33,372.96,10/19/2021
-86.99002294,40.47206769,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,295,91.94,20.00,6.181,1.000,719.19,On,4.214,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.085,12.23,-459.67,0.00,5,2144.0,35.73,2144.0,35.73,10.22,365.03,10/19/2021
-86.99000085,40.47206723,DTC,L1:Casteel[21] - Harvest (GreenStar 3 Monitor),1,296,91.63,20.00,6.148,1.000,719.24,On,4.192,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.834,12.23,-459.67,0.00,5,2421.0,40.34,2421.0,40.34,10.16,409.99,10/19/2021
