Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.98971418,40.47247274,DTC,Harvest (GreenStar 3 Monitor),1,80,8.410,20.00,5.000,1.000,718.93,On,3.409,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.401,12.48,-459.67,0.00,1,2352.8,39.21,2352.8,39.21,8.265,324.03,10/19/2021
-86.98971339,40.47248667,DTC,Harvest (GreenStar 3 Monitor),1,81,5.150,20.00,5.066,1.000,719.01,On,3.454,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.600,12.48,-459.67,0.00,1,2407.6,40.12,2407.6,40.12,8.373,335.93,10/19/2021
-86.98971327,40.47250123,DTC,Harvest (GreenStar 3 Monitor),1,82,2.550,20.00,5.295,1.000,718.99,On,3.611,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.247,12.48,-459.67,0.00,1,2158.1,35.96,2158.1,35.96,8.753,314.77,10/19/2021
-86.98971285,40.47251587,DTC,Harvest (GreenStar 3 Monitor),1,83,1.820,20.00,5.328,1.000,718.98,On,3.633,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.332,12.48,-459.67,0.00,1,1362.1,22.70,1362.1,22.70,8.807,199.91,10/19/2021
-86.98971246,40.47253056,DTC,Harvest (GreenStar 3 Monitor),1,84,1.730,20.00,5.361,1.000,718.92,On,3.655,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.274,12.48,-459.67,0.00,1,517.41,8.622,517.41,8.622,8.861,76.40,10/19/2021
-86.98971405,40.47255980,DTC,Harvest (GreenStar 3 Monitor),1,85,357.12,20.00,5.394,1.000,719.13,On,3.678,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.635,12.70,-459.67,0.00,1,1467.9,24.46,1467.9,24.46,8.915,218.08,10/19/2021
-86.98971941,40.47257360,DTC,Harvest (GreenStar 3 Monitor),1,86,349.57,20.00,5.263,1.000,719.32,On,3.588,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.479,12.72,-459.67,0.00,1,612.24,10.20,612.24,10.20,8.698,88.74,10/19/2021
-86.98972665,40.47258432,DTC,Harvest (GreenStar 3 Monitor),1,87,341.18,20.00,4.410,1.000,719.54,On,3.007,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,4.626,12.73,-459.67,0.00,1,2284.8,38.07,2284.8,38.07,7.289,277.50,10/19/2021
-86.98976083,40.47252606,DTC,Harvest (GreenStar 3 Monitor),1,88,265.96,20.00,4.180,1.000,718.82,On,2.850,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.033,13.03,-459.67,0.00,2,3663.2,61.04,3664.5,61.07,6.909,421.90,10/19/2021
-86.98977525,40.47252613,DTC,Harvest (GreenStar 3 Monitor),1,89,267.75,20.00,4.016,1.000,719.02,On,2.738,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.826,13.05,-459.67,0.00,2,4242.2,70.69,4244.6,70.73,6.638,469.51,10/19/2021
-86.98979202,40.47252625,DTC,Harvest (GreenStar 3 Monitor),1,90,269.44,20.00,4.672,1.000,719.12,On,3.185,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.510,12.92,-459.67,0.00,2,3967.1,66.11,3967.1,66.11,7.722,510.51,10/19/2021
-86.98980885,40.47252676,DTC,Harvest (GreenStar 3 Monitor),1,91,270.54,20.00,4.672,1.000,719.23,On,3.185,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.496,12.76,-459.67,0.00,2,3494.3,58.23,3494.3,58.23,7.722,449.67,10/19/2021
-86.98982666,40.47252682,DTC,Harvest (GreenStar 3 Monitor),1,92,270.03,20.00,4.967,1.000,719.24,On,3.387,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.297,12.66,-459.67,0.00,2,3199.6,53.32,3199.6,53.32,8.210,437.77,10/19/2021
-86.98984474,40.47252664,DTC,Harvest (GreenStar 3 Monitor),1,93,269.47,20.00,5.033,1.000,719.28,On,3.432,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.077,12.57,-459.67,0.00,2,3062.5,51.03,3062.5,51.03,8.319,424.54,10/19/2021
-86.98986351,40.47252644,DTC,Harvest (GreenStar 3 Monitor),1,94,269.39,20.00,5.230,1.000,719.33,On,3.566,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.605,12.35,-459.67,0.00,2,3583.5,59.72,3583.5,59.72,8.644,516.19,10/19/2021
-86.98988344,40.47252655,DTC,Harvest (GreenStar 3 Monitor),1,95,270.34,20.00,5.558,1.000,719.38,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.772,12.15,-459.67,0.00,2,3437.7,57.29,3437.7,57.29,9.187,526.26,10/19/2021
-86.98990344,40.47252657,DTC,Harvest (GreenStar 3 Monitor),1,96,270.27,20.00,5.558,1.000,719.45,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.133,12.05,-459.67,0.00,2,3187.0,53.11,3187.0,53.11,9.187,487.88,10/19/2021
-86.98992342,40.47252651,DTC,Harvest (GreenStar 3 Monitor),1,97,270.07,20.00,5.558,1.000,719.56,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.586,12.00,-459.67,0.00,2,2972.9,49.54,2972.9,49.54,9.187,455.11,10/19/2021
-86.98994328,40.47252660,DTC,Harvest (GreenStar 3 Monitor),1,98,270.26,20.00,5.525,1.000,719.59,On,3.767,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.346,11.94,-459.67,0.00,2,2895.9,48.26,2895.9,48.26,9.132,440.70,10/19/2021
-86.98996300,40.47252662,DTC,Harvest (GreenStar 3 Monitor),1,99,270.19,20.00,5.492,1.000,719.68,On,3.745,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.857,11.83,-459.67,0.00,2,3115.6,51.92,3115.6,51.92,9.078,471.32,10/19/2021
-86.98998285,40.47252643,DTC,Harvest (GreenStar 3 Monitor),1,100,269.50,20.00,5.525,1.000,719.76,On,3.767,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.039,11.80,-459.67,0.00,2,2774.9,46.24,2774.9,46.24,9.132,422.29,10/19/2021
-86.99000264,40.47252621,DTC,Harvest (GreenStar 3 Monitor),1,101,269.34,20.00,5.492,1.000,719.78,On,3.745,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.521,11.82,-459.67,0.00,2,2982.4,49.70,2982.4,49.70,9.078,451.16,10/19/2021
-86.99002237,40.47252590,DTC,Harvest (GreenStar 3 Monitor),1,102,269.48,20.00,5.492,1.000,719.83,On,3.745,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.039,11.85,-459.67,0.00,2,2791.2,46.51,2791.2,46.51,9.078,422.25,10/19/2021
-86.99004232,40.47252583,DTC,Harvest (GreenStar 3 Monitor),1,103,269.64,20.00,5.558,1.000,719.94,On,3.789,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.657,11.84,-459.67,0.00,2,3000.5,50.00,3000.5,50.00,9.187,459.33,10/19/2021
-86.99006323,40.47252561,DTC,Harvest (GreenStar 3 Monitor),1,104,269.46,20.00,5.820,1.000,719.87,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.040,11.87,-459.67,0.00,2,2260.1,37.66,2260.1,37.66,9.620,362.32,10/19/2021
-86.99008405,40.47252553,DTC,Harvest (GreenStar 3 Monitor),1,105,269.62,20.00,5.788,1.000,719.95,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.226,11.94,-459.67,0.00,2,1966.5,32.77,1966.5,32.77,9.566,313.48,10/19/2021
-86.99010487,40.47252528,DTC,Harvest (GreenStar 3 Monitor),1,106,269.35,20.00,5.788,1.000,720.02,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.287,12.00,-459.67,0.00,2,484.45,8.073,484.45,8.073,9.566,77.23,10/19/2021
-86.99012565,40.47252499,DTC,Harvest (GreenStar 3 Monitor),1,107,269.28,20.00,5.788,1.000,720.06,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.013,12.05,-459.67,0.00,2,381.27,6.353,381.27,6.353,9.566,60.78,10/19/2021
-86.99014626,40.47252488,DTC,Harvest (GreenStar 3 Monitor),1,108,269.68,20.00,5.722,1.000,720.20,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.293,12.10,-459.67,0.00,2,492.22,8.202,492.22,8.202,9.458,77.58,10/19/2021
-86.99016688,40.47252466,DTC,Harvest (GreenStar 3 Monitor),1,109,269.43,20.00,5.722,1.000,720.31,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.566,12.13,-459.67,0.00,2,2118.5,35.30,2118.5,35.30,9.458,333.88,10/19/2021
-86.99018761,40.47252433,DTC,Harvest (GreenStar 3 Monitor),1,110,269.03,20.00,5.755,1.000,720.30,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.172,12.11,-459.67,0.00,2,2714.3,45.23,2714.3,45.23,9.512,430.24,10/19/2021
-86.99020851,40.47252413,DTC,Harvest (GreenStar 3 Monitor),1,111,269.32,20.00,5.820,1.000,720.30,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.096,12.11,-459.67,0.00,2,3029.4,50.48,3029.4,50.48,9.620,485.66,10/19/2021
-86.99022978,40.47252442,DTC,Harvest (GreenStar 3 Monitor),1,112,270.42,20.00,5.919,1.000,720.11,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.786,12.20,-459.67,0.00,2,2864.9,47.74,2864.9,47.74,9.783,467.06,10/19/2021
-86.99025094,40.47252505,DTC,Harvest (GreenStar 3 Monitor),1,113,271.85,20.00,5.886,1.000,720.02,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.071,12.28,-459.67,0.00,2,2986.6,49.77,2986.6,49.77,9.729,484.19,10/19/2021
-86.99027205,40.47252551,DTC,Harvest (GreenStar 3 Monitor),1,114,272.12,20.00,5.886,1.000,720.04,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.409,12.31,-459.67,0.00,2,2741.6,45.69,2741.6,45.69,9.729,444.47,10/19/2021
-86.99029322,40.47252584,DTC,Harvest (GreenStar 3 Monitor),1,115,271.54,20.00,5.886,1.000,719.85,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.348,12.23,-459.67,0.00,2,3458.9,57.64,3458.9,57.64,9.729,560.76,10/19/2021
-86.99031384,40.47252641,DTC,Harvest (GreenStar 3 Monitor),1,116,271.67,20.00,5.755,1.000,719.92,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.775,12.23,-459.67,0.00,2,3321.3,55.35,3321.3,55.35,9.512,526.44,10/19/2021
-86.99033464,40.47252713,DTC,Harvest (GreenStar 3 Monitor),1,117,272.21,20.00,5.788,1.000,720.01,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.974,12.28,-459.67,0.00,2,3377.0,56.27,3377.0,56.27,9.566,538.32,10/19/2021
-86.99035537,40.47252771,DTC,Harvest (GreenStar 3 Monitor),1,118,272.20,20.00,5.788,1.000,719.97,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.819,12.30,-459.67,0.00,2,3318.8,55.30,3318.8,55.30,9.566,529.05,10/19/2021
-86.99037603,40.47252805,DTC,Harvest (GreenStar 3 Monitor),1,119,271.54,20.00,5.755,1.000,720.01,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.819,12.19,-459.67,0.00,2,3337.7,55.62,3337.7,55.62,9.512,529.04,10/19/2021
-86.99039685,40.47252840,DTC,Harvest (GreenStar 3 Monitor),1,120,271.54,20.00,5.788,1.000,719.99,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.458,12.16,-459.67,0.00,2,3559.3,59.31,3559.3,59.31,9.566,567.39,10/19/2021
-86.99041769,40.47252862,DTC,Harvest (GreenStar 3 Monitor),1,121,271.19,20.00,5.788,1.000,719.95,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.10,12.19,-459.67,0.00,2,3799.9,63.32,3799.9,63.32,9.566,605.74,10/19/2021
-86.99043854,40.47252875,DTC,Harvest (GreenStar 3 Monitor),1,122,270.75,20.00,5.788,1.000,719.95,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.069,12.18,-459.67,0.00,2,3036.6,50.60,3036.6,50.60,9.566,484.06,10/19/2021
-86.99045932,40.47252900,DTC,Harvest (GreenStar 3 Monitor),1,123,270.75,20.00,5.788,1.000,719.93,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.650,12.08,-459.67,0.00,2,2878.9,47.97,2878.9,47.97,9.566,458.93,10/19/2021
-86.99048020,40.47252895,DTC,Harvest (GreenStar 3 Monitor),1,124,270.28,20.00,5.820,1.000,719.94,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.488,12.05,-459.67,0.00,2,3176.2,52.93,3176.2,52.93,9.620,509.19,10/19/2021
-86.99050094,40.47252885,DTC,Harvest (GreenStar 3 Monitor),1,125,269.71,20.00,5.788,1.000,719.99,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.893,12.07,-459.67,0.00,2,2970.2,49.50,2970.2,49.50,9.566,473.48,10/19/2021
-86.99052249,40.47252849,DTC,Harvest (GreenStar 3 Monitor),1,126,269.17,20.00,5.984,1.000,720.00,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.628,12.11,-459.67,0.00,2,2776.2,46.26,2776.2,46.26,9.892,457.61,10/19/2021
-86.99054396,40.47252820,DTC,Harvest (GreenStar 3 Monitor),1,127,269.28,20.00,5.984,1.000,720.08,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.063,12.13,-459.67,0.00,2,2206.5,36.77,2206.5,36.77,9.892,363.70,10/19/2021
-86.99056554,40.47252827,DTC,Harvest (GreenStar 3 Monitor),1,128,270.01,20.00,6.017,1.000,720.12,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.490,12.16,-459.67,0.00,2,1987.0,33.11,1987.0,33.11,9.946,329.32,10/19/2021
-86.99058704,40.47252862,DTC,Harvest (GreenStar 3 Monitor),1,129,270.66,20.00,5.984,1.000,720.13,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.756,12.18,-459.67,0.00,2,1003.0,16.71,1003.0,16.71,9.892,165.32,10/19/2021
-86.99060848,40.47252873,DTC,Harvest (GreenStar 3 Monitor),1,130,270.65,20.00,5.952,1.000,720.19,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,3.285,12.09,-459.67,0.00,2,1202.1,20.03,1202.1,20.03,9.837,197.06,10/19/2021
-86.99062993,40.47252910,DTC,Harvest (GreenStar 3 Monitor),1,131,270.82,20.00,5.984,1.000,720.21,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.261,11.99,-459.67,0.00,2,2278.7,37.97,2278.7,37.97,9.892,375.61,10/19/2021
-86.99065146,40.47252939,DTC,Harvest (GreenStar 3 Monitor),1,132,270.96,20.00,5.984,1.000,720.20,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.656,11.97,-459.67,0.00,2,3514.4,58.56,3514.4,58.56,9.892,579.28,10/19/2021
-86.99067298,40.47252970,DTC,Harvest (GreenStar 3 Monitor),1,133,271.08,20.00,5.984,1.000,720.34,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.965,11.97,-459.67,0.00,2,3626.7,60.44,3626.7,60.44,9.892,597.80,10/19/2021
-86.99069458,40.47253002,DTC,Harvest (GreenStar 3 Monitor),1,134,271.02,20.00,6.017,1.000,720.57,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.378,11.93,-459.67,0.00,2,3032.4,50.53,3032.4,50.53,9.946,502.57,10/19/2021
-86.99071645,40.47253038,DTC,Harvest (GreenStar 3 Monitor),1,135,271.02,20.00,6.083,1.000,720.52,On,4.147,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.231,11.83,-459.67,0.00,2,2589.2,43.15,2589.2,43.15,10.05,433.80,10/19/2021
-86.99073792,40.47253055,DTC,Harvest (GreenStar 3 Monitor),1,136,271.22,20.00,5.984,1.000,720.62,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.16,11.81,-459.67,0.00,2,3698.9,61.64,3698.9,61.64,9.892,609.70,10/19/2021
-86.99075949,40.47253078,DTC,Harvest (GreenStar 3 Monitor),1,137,271.04,20.00,6.017,1.000,720.44,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.510,11.87,-459.67,0.00,2,3080.3,51.33,3080.3,51.33,9.946,510.51,10/19/2021
-86.99078077,40.47253081,DTC,Harvest (GreenStar 3 Monitor),1,138,270.53,20.00,5.919,1.000,720.37,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.686,11.93,-459.67,0.00,2,3196.4,53.26,3196.4,53.26,9.783,521.09,10/19/2021
-86.99080187,40.47253029,DTC,Harvest (GreenStar 3 Monitor),1,139,269.37,20.00,5.886,1.000,720.35,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.782,11.90,-459.67,0.00,2,2879.7,47.99,2879.7,47.99,9.729,466.86,10/19/2021
-86.99082345,40.47252947,DTC,Harvest (GreenStar 3 Monitor),1,140,268.39,20.00,6.017,1.000,720.29,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.223,12.34,-459.67,0.00,2,2976.5,49.60,2976.5,49.60,9.946,493.31,10/19/2021
-86.99084482,40.47252925,DTC,Harvest (GreenStar 3 Monitor),1,141,268.93,20.00,5.952,1.000,720.21,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.333,12.33,-459.67,0.00,2,3049.7,50.82,3049.7,50.82,9.837,499.93,10/19/2021
-86.99086620,40.47252917,DTC,Harvest (GreenStar 3 Monitor),1,142,269.96,20.00,5.952,1.000,720.14,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.039,12.33,-459.67,0.00,2,3307.8,55.12,3307.8,55.12,9.837,542.25,10/19/2021
-86.99088754,40.47252912,DTC,Harvest (GreenStar 3 Monitor),1,143,270.05,20.00,5.952,1.000,720.19,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.414,12.33,-459.67,0.00,2,3445.0,57.41,3445.0,57.41,9.837,564.73,10/19/2021
-86.99090896,40.47252906,DTC,Harvest (GreenStar 3 Monitor),1,144,269.93,20.00,5.952,1.000,720.16,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.16,12.33,-459.67,0.00,2,3719.3,61.98,3719.3,61.98,9.837,609.70,10/19/2021
-86.99093020,40.47252967,DTC,Harvest (GreenStar 3 Monitor),1,145,271.34,20.00,5.919,1.000,720.15,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.19,12.32,-459.67,0.00,2,3748.0,62.46,3748.0,62.46,9.783,611.02,10/19/2021
-86.99095153,40.47253044,DTC,Harvest (GreenStar 3 Monitor),1,146,272.43,20.00,5.952,1.000,720.18,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.760,12.32,-459.67,0.00,2,2839.9,47.32,2839.9,47.32,9.837,465.54,10/19/2021
-86.99097290,40.47253062,DTC,Harvest (GreenStar 3 Monitor),1,147,270.97,20.00,5.952,1.000,720.16,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.466,12.32,-459.67,0.00,2,3098.1,51.63,3098.1,51.63,9.837,507.86,10/19/2021
-86.99099428,40.47253068,DTC,Harvest (GreenStar 3 Monitor),1,148,270.11,20.00,5.952,1.000,720.13,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.893,12.32,-459.67,0.00,2,2888.3,48.13,2888.3,48.13,9.837,473.48,10/19/2021
-86.99101557,40.47253087,DTC,Harvest (GreenStar 3 Monitor),1,149,270.42,20.00,5.919,1.000,720.11,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.474,12.32,-459.67,0.00,2,2750.2,45.83,2750.2,45.83,9.783,448.35,10/19/2021
-86.99103696,40.47253082,DTC,Harvest (GreenStar 3 Monitor),1,150,270.35,20.00,5.952,1.000,720.06,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.400,12.32,-459.67,0.00,2,3073.9,51.22,3073.9,51.22,9.837,503.89,10/19/2021
-86.99105830,40.47253105,DTC,Harvest (GreenStar 3 Monitor),1,151,270.46,20.00,5.952,1.000,720.07,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.195,12.32,-459.67,0.00,2,2267.1,37.78,2267.1,37.78,9.837,371.64,10/19/2021
-86.99107976,40.47253113,DTC,Harvest (GreenStar 3 Monitor),1,152,270.40,20.00,5.984,1.000,720.05,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.137,12.32,-459.67,0.00,2,1869.5,31.15,1869.5,31.15,9.892,308.16,10/19/2021
-86.99110118,40.47253121,DTC,Harvest (GreenStar 3 Monitor),1,153,270.07,20.00,5.952,1.000,720.01,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.146,12.32,-459.67,0.00,2,419.53,6.991,419.53,6.991,9.837,68.77,10/19/2021
-86.99072287,40.47251271,DTC,Harvest (GreenStar 3 Monitor),1,154,236.31,10.00,5.919,1.000,720.42,On,4.036,N/A,10/19/2021,0.00,-5.000,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.908,12.61,-459.67,0.00,2,4348.4,72.46,4348.4,72.46,4.892,354.45,10/19/2021
-86.99074054,40.47250463,DTC,Harvest (GreenStar 3 Monitor),1,155,238.59,15.00,5.722,1.000,720.57,On,3.901,N/A,10/19/2021,0.00,-2.500,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.349,12.50,-459.67,0.00,2,3222.4,53.70,3222.4,53.70,7.093,380.90,10/19/2021
-86.99075943,40.47249755,DTC,Harvest (GreenStar 3 Monitor),1,156,241.72,15.00,5.853,1.000,720.40,On,3.991,N/A,10/19/2021,0.00,-2.500,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.945,12.46,-459.67,0.00,2,3445.5,57.42,3445.5,57.42,7.256,416.61,10/19/2021
-86.99077823,40.47249138,DTC,Harvest (GreenStar 3 Monitor),1,157,244.91,20.00,5.689,1.000,720.38,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.724,12.43,-459.67,0.00,2,2574.2,42.90,2574.2,42.90,9.403,403.38,10/19/2021
-86.99079812,40.47248650,DTC,Harvest (GreenStar 3 Monitor),1,158,249.29,20.00,5.820,1.000,720.42,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.540,12.27,-459.67,0.00,2,2821.4,47.02,2821.4,47.02,9.620,452.31,10/19/2021
-86.99081804,40.47248229,DTC,Harvest (GreenStar 3 Monitor),1,159,252.24,20.00,5.755,1.000,720.27,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.672,12.15,-459.67,0.00,2,2903.7,48.39,2903.7,48.39,9.512,460.25,10/19/2021
-86.99083843,40.47247958,DTC,Harvest (GreenStar 3 Monitor),1,160,257.10,20.00,5.755,1.000,720.25,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.642,12.32,-459.67,0.00,2,3270.8,54.50,3270.8,54.50,9.512,518.44,10/19/2021
-86.99085916,40.47247816,DTC,Harvest (GreenStar 3 Monitor),1,161,261.48,20.00,5.788,1.000,720.19,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.717,12.31,-459.67,0.00,2,3280.5,54.67,3280.5,54.67,9.566,522.94,10/19/2021
-86.99087988,40.47247663,DTC,Harvest (GreenStar 3 Monitor),1,162,263.55,20.00,5.788,1.000,720.14,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.27,12.31,-459.67,0.00,2,3866.2,64.43,3866.2,64.43,9.566,616.31,10/19/2021
